device,time,dne,srl,srrn,eda
NC04014,2024-10-28T13:16:23.000Z,,,,96020
NC04014,2024-10-28T13:16:23.125Z,,,,95873
NC04014,2024-10-28T13:16:23.250Z,,,,95652
NC04014,2024-10-28T13:16:23.375Z,,,,95799
NC04014,2024-10-28T13:16:23.500Z,,,,96020
NC04014,2024-10-28T13:16:23.625Z,,,,96094
NC04014,2024-10-28T13:16:23.750Z,,,,96020
NC04014,2024-10-28T13:16:23.875Z,,,,95136
NC04014,2024-10-28T13:16:24.000Z,,,,95210
NC04014,2024-10-28T13:16:24.125Z,,,,95210
NC04014,2024-10-28T13:16:24.250Z,,,,95578
NC04014,2024-10-28T13:16:24.375Z,,,,95062
NC04014,2024-10-28T13:16:24.500Z,,,,93372
NC04014,2024-10-28T13:16:24.625Z,,,,92492
NC04014,2024-10-28T13:16:24.750Z,,,,91833
NC04014,2024-10-28T13:16:24.875Z,,,,91175
NC04014,2024-10-28T13:16:25.000Z,,,,90810
NC04014,2024-10-28T13:16:25.125Z,,,,90591
NC04014,2024-10-28T13:16:25.250Z,,,,90445
NC04014,2024-10-28T13:16:25.375Z,,,,90883
NC04014,2024-10-28T13:16:25.500Z,,,,91175
NC04014,2024-10-28T13:16:25.625Z,,,,91029
NC04014,2024-10-28T13:16:25.750Z,,,,90664
NC04014,2024-10-28T13:16:25.875Z,,,,90445
NC04014,2024-10-28T13:16:26.000Z,,,,90226
NC04014,2024-10-28T13:16:26.125Z,,,,89934
NC04014,2024-10-28T13:16:26.250Z,,,,90080
NC04014,2024-10-28T13:16:26.375Z,,,,90007
NC04014,2024-10-28T13:16:26.500Z,,,,89934
NC04014,2024-10-28T13:16:26.625Z,,,,90007
NC04014,2024-10-28T13:16:26.750Z,,,,89934
NC04014,2024-10-28T13:16:26.875Z,,,,90956
NC04014,2024-10-28T13:16:27.000Z,,,,91687
NC04014,2024-10-28T13:16:27.125Z,,,,91175
NC04014,2024-10-28T13:16:27.250Z,,,,91541
NC04014,2024-10-28T13:16:27.375Z,,,,92126
NC04014,2024-10-28T13:16:27.500Z,,,,94694
NC04014,2024-10-28T13:16:27.625Z,,,,96389
NC04014,2024-10-28T13:16:27.750Z,,,,95062
NC04014,2024-10-28T13:16:27.875Z,,,,91248
NC04014,2024-10-28T13:16:28.000Z,,,,90591
NC04014,2024-10-28T13:16:28.125Z,,,,90956
NC04014,2024-10-28T13:16:28.250Z,,,,91468
NC04014,2024-10-28T13:16:28.375Z,,,,91541
NC04014,2024-10-28T13:16:28.500Z,,,,92053
NC04014,2024-10-28T13:16:28.625Z,,,,92419
NC04014,2024-10-28T13:16:28.750Z,,,,91907
NC04014,2024-10-28T13:16:28.875Z,,,,91468
NC04014,2024-10-28T13:16:29.000Z,,,,91102
NC04014,2024-10-28T13:16:29.125Z,,,,90956
NC04014,2024-10-28T13:16:29.250Z,,,,91029
NC04014,2024-10-28T13:16:29.375Z,,,,91833
NC04014,2024-10-28T13:16:29.500Z,,,,91687
NC04014,2024-10-28T13:16:29.625Z,,,,91029
NC04014,2024-10-28T13:16:29.750Z,,,,90664
NC04014,2024-10-28T13:16:29.875Z,,,,90591
NC04014,2024-10-28T13:16:30.000Z,,,,90518
NC04014,2024-10-28T13:16:30.125Z,,,,90445
NC04014,2024-10-28T13:16:30.250Z,,,,90518
NC04014,2024-10-28T13:16:30.375Z,,,,91102
NC04014,2024-10-28T13:16:30.500Z,,,,91029
NC04014,2024-10-28T13:16:30.625Z,,,,90445
NC04014,2024-10-28T13:16:30.750Z,,,,90372
NC04014,2024-10-28T13:16:30.875Z,,,,90372
NC04014,2024-10-28T13:16:31.000Z,,,,90956
NC04014,2024-10-28T13:16:31.125Z,,,,91175
NC04014,2024-10-28T13:16:31.250Z,,,,91395
NC04014,2024-10-28T13:16:31.375Z,,,,91321
NC04014,2024-10-28T13:16:31.500Z,,,,90737
NC04014,2024-10-28T13:16:31.625Z,,,,90591
NC04014,2024-10-28T13:16:31.750Z,,,,90299
NC04014,2024-10-28T13:16:31.875Z,,,,89861
NC04014,2024-10-28T13:16:32.000Z,,,,89861
NC04014,2024-10-28T13:16:32.125Z,,,,90372
NC04014,2024-10-28T13:16:32.250Z,,,,89861
NC04014,2024-10-28T13:16:32.375Z,,,,89206
NC04014,2024-10-28T13:16:32.500Z,,,,88987
NC04014,2024-10-28T13:16:32.625Z,,,,88333
NC04014,2024-10-28T13:16:32.750Z,,,,87824
NC04014,2024-10-28T13:16:32.875Z,,,,87679
NC04014,2024-10-28T13:16:33.000Z,,,,87606
NC04014,2024-10-28T13:16:33.125Z,,,,87896
NC04014,2024-10-28T13:16:33.250Z,,,,89424
NC04014,2024-10-28T13:16:33.375Z,,,,90299
NC04014,2024-10-28T13:16:33.500Z,,,,89424
NC04014,2024-10-28T13:16:33.625Z,,,,88623
NC04014,2024-10-28T13:16:33.750Z,,,,88405
NC04014,2024-10-28T13:16:33.875Z,,,,88042
NC04014,2024-10-28T13:16:34.000Z,,,,88042
NC04014,2024-10-28T13:16:34.125Z,,,,88114
NC04014,2024-10-28T13:16:34.250Z,,,,88042
NC04014,2024-10-28T13:16:34.375Z,,,,87896
NC04014,2024-10-28T13:16:34.500Z,,,,88114
NC04014,2024-10-28T13:16:34.625Z,,,,88187
NC04014,2024-10-28T13:16:34.750Z,,,,88405
NC04014,2024-10-28T13:16:34.875Z,,,,88769
NC04014,2024-10-28T13:16:35.000Z,,,,88769
NC04014,2024-10-28T13:16:35.125Z,,,,88914
NC04014,2024-10-28T13:16:35.250Z,,,,88914
NC04014,2024-10-28T13:16:35.375Z,,,,88623
NC04014,2024-10-28T13:16:35.500Z,,,,88551
NC04014,2024-10-28T13:16:35.625Z,,,,88696
NC04014,2024-10-28T13:16:35.750Z,,,,88623
NC04014,2024-10-28T13:16:35.875Z,,,,88333
NC04014,2024-10-28T13:16:36.000Z,,,,88187
NC04014,2024-10-28T13:16:36.125Z,,,,88042
NC04014,2024-10-28T13:16:36.250Z,,,,87896
NC04014,2024-10-28T13:16:36.375Z,,,,87751
NC04014,2024-10-28T13:16:36.500Z,,,,87679
NC04014,2024-10-28T13:16:36.625Z,,,,88042
NC04014,2024-10-28T13:16:36.750Z,,,,88187
NC04014,2024-10-28T13:16:36.875Z,,,,88042
NC04014,2024-10-28T13:16:37.000Z,,,,88114
NC04014,2024-10-28T13:16:37.125Z,,,,88260
NC04014,2024-10-28T13:16:37.250Z,,,,88187
NC04014,2024-10-28T13:16:37.375Z,,,,88260
NC04014,2024-10-28T13:16:37.500Z,,,,88333
NC04014,2024-10-28T13:16:37.625Z,,,,87969
NC04014,2024-10-28T13:16:37.750Z,,,,88333
NC04014,2024-10-28T13:16:37.875Z,,,,89278
NC04014,2024-10-28T13:16:38.000Z,,,,89643
NC04014,2024-10-28T13:16:38.125Z,,,,90007
NC04014,2024-10-28T13:16:38.250Z,,,,90445
NC04014,2024-10-28T13:16:38.375Z,,,,90372
NC04014,2024-10-28T13:16:38.500Z,,,,90226
NC04014,2024-10-28T13:16:38.625Z,,,,90153
NC04014,2024-10-28T13:16:38.750Z,,,,90080
NC04014,2024-10-28T13:16:38.875Z,,,,90299
NC04014,2024-10-28T13:16:39.000Z,,,,90445
NC04014,2024-10-28T13:16:39.125Z,,,,90226
NC04014,2024-10-28T13:16:39.250Z,,,,90153
NC04014,2024-10-28T13:16:39.375Z,,,,90153
NC04014,2024-10-28T13:16:39.500Z,,,,90299
NC04014,2024-10-28T13:16:39.625Z,,,,91102
NC04014,2024-10-28T13:16:39.750Z,,,,91614
NC04014,2024-10-28T13:16:39.875Z,,,,91029
NC04014,2024-10-28T13:16:40.000Z,,,,90518
NC04014,2024-10-28T13:16:40.125Z,,,,90299
NC04014,2024-10-28T13:16:40.250Z,,,,90226
NC04014,2024-10-28T13:16:40.375Z,,,,90153
NC04014,2024-10-28T13:16:40.500Z,,,,90226
NC04014,2024-10-28T13:16:40.625Z,,,,90299
NC04014,2024-10-28T13:16:40.750Z,,,,90445
NC04014,2024-10-28T13:16:40.875Z,,,,91102
NC04014,2024-10-28T13:16:41.000Z,,,,91614
NC04014,2024-10-28T13:16:41.125Z,,,,94327
NC04014,2024-10-28T13:16:41.250Z,,,,98162
NC04014,2024-10-28T13:16:41.375Z,,,,98236
NC04014,2024-10-28T13:16:41.500Z,,,,95578
NC04014,2024-10-28T13:16:41.625Z,,,,93666
NC04014,2024-10-28T13:16:41.750Z,,,,92785
NC04014,2024-10-28T13:16:41.875Z,,,,92273
NC04014,2024-10-28T13:16:42.000Z,,,,91980
NC04014,2024-10-28T13:16:42.125Z,,,,91541
NC04014,2024-10-28T13:16:42.250Z,,,,91102
NC04014,2024-10-28T13:16:42.375Z,,,,90883
NC04014,2024-10-28T13:16:42.500Z,,,,90883
NC04014,2024-10-28T13:16:42.625Z,,,,90664
NC04014,2024-10-28T13:16:42.750Z,,,,90518
NC04014,2024-10-28T13:16:42.875Z,,,,90445
NC04014,2024-10-28T13:16:43.000Z,,,,90445
NC04014,2024-10-28T13:16:43.125Z,,,,90664
NC04014,2024-10-28T13:16:43.250Z,,,,90518
NC04014,2024-10-28T13:16:43.375Z,,,,90518
NC04014,2024-10-28T13:16:43.500Z,,,,90518
NC04014,2024-10-28T13:16:43.625Z,,,,90664
NC04014,2024-10-28T13:16:43.750Z,,,,90445
NC04014,2024-10-28T13:16:43.875Z,,,,90153
NC04014,2024-10-28T13:16:44.000Z,,,,90299
NC04014,2024-10-28T13:16:44.125Z,,,,90299
NC04014,2024-10-28T13:16:44.250Z,,,,90080
NC04014,2024-10-28T13:16:44.375Z,,,,89716
NC04014,2024-10-28T13:16:44.500Z,,,,89351
NC04014,2024-10-28T13:16:44.625Z,,,,88769
NC04014,2024-10-28T13:16:44.750Z,,,,88478
NC04014,2024-10-28T13:16:44.875Z,,,,89060
NC04014,2024-10-28T13:16:45.000Z,,,,89278
NC04014,2024-10-28T13:16:45.125Z,,,,89424
NC04014,2024-10-28T13:16:45.250Z,,,,90372
NC04014,2024-10-28T13:16:45.375Z,,,,91029
NC04014,2024-10-28T13:16:45.500Z,,,,91175
NC04014,2024-10-28T13:16:45.625Z,,,,91614
NC04014,2024-10-28T13:16:45.750Z,,,,91833
NC04014,2024-10-28T13:16:45.875Z,,,,91541
NC04014,2024-10-28T13:16:46.000Z,,,,90737
NC04014,2024-10-28T13:16:46.125Z,,,,89716
NC04014,2024-10-28T13:16:46.250Z,,,,89351
NC04014,2024-10-28T13:16:46.375Z,,,,89278
NC04014,2024-10-28T13:16:46.500Z,,,,89424
NC04014,2024-10-28T13:16:46.625Z,,,,89497
NC04014,2024-10-28T13:16:46.750Z,,,,89424
NC04014,2024-10-28T13:16:46.875Z,,,,89278
NC04014,2024-10-28T13:16:47.000Z,,,,89351
NC04014,2024-10-28T13:16:47.125Z,,,,90080
NC04014,2024-10-28T13:16:47.250Z,,,,90445
NC04014,2024-10-28T13:16:47.375Z,,,,90445
NC04014,2024-10-28T13:16:47.500Z,,,,90737
NC04014,2024-10-28T13:16:47.625Z,,,,90591
NC04014,2024-10-28T13:16:47.750Z,,,,90299
NC04014,2024-10-28T13:16:47.875Z,,,,90226
NC04014,2024-10-28T13:16:48.000Z,,,,90226
NC04014,2024-10-28T13:16:48.125Z,,,,90737
NC04014,2024-10-28T13:16:48.250Z,,,,90956
NC04014,2024-10-28T13:16:48.375Z,,,,91102
NC04014,2024-10-28T13:16:48.500Z,,,,91175
NC04014,2024-10-28T13:16:48.625Z,,,,91175
NC04014,2024-10-28T13:16:48.750Z,,,,91102
NC04014,2024-10-28T13:16:48.875Z,,,,90883
NC04014,2024-10-28T13:16:49.000Z,,,,90883
NC04014,2024-10-28T13:16:49.125Z,,,,90956
NC04014,2024-10-28T13:16:49.250Z,,,,91248
NC04014,2024-10-28T13:16:49.375Z,,,,92419
NC04014,2024-10-28T13:16:49.500Z,,,,96020
NC04014,2024-10-28T13:16:49.625Z,,,,100759
NC04014,2024-10-28T13:16:49.750Z,,,,106966
NC04014,2024-10-28T13:16:49.875Z,,,,110664
NC04014,2024-10-28T13:16:50.000Z,,,,110664
NC04014,2024-10-28T13:16:50.125Z,,,,107945
NC04014,2024-10-28T13:16:50.250Z,,,,105764
NC04014,2024-10-28T13:16:50.375Z,,,,104340
NC04014,2024-10-28T13:16:50.500Z,,,,104265
NC04014,2024-10-28T13:16:50.625Z,,,,105539
NC04014,2024-10-28T13:16:50.750Z,,,,107644
NC04014,2024-10-28T13:16:50.875Z,,,,109605
NC04014,2024-10-28T13:16:51.000Z,,,,110588
NC04014,2024-10-28T13:16:51.125Z,,,,107945
NC04014,2024-10-28T13:16:51.250Z,,,,104116
NC04014,2024-10-28T13:16:51.375Z,,,,101801
NC04014,2024-10-28T13:16:51.500Z,,,,100536
NC04014,2024-10-28T13:16:51.625Z,,,,98533
NC04014,2024-10-28T13:16:51.750Z,,,,96832
NC04014,2024-10-28T13:16:51.875Z,,,,96168
NC04014,2024-10-28T13:16:52.000Z,,,,95873
NC04014,2024-10-28T13:16:52.125Z,,,,96020
NC04014,2024-10-28T13:16:52.250Z,,,,96536
NC04014,2024-10-28T13:16:52.375Z,,,,98310
NC04014,2024-10-28T13:16:52.500Z,,,,99200
NC04014,2024-10-28T13:16:52.625Z,,,,98236
NC04014,2024-10-28T13:16:52.750Z,,,,96906
NC04014,2024-10-28T13:16:52.875Z,,,,95946
NC04014,2024-10-28T13:16:53.000Z,,,,95504
NC04014,2024-10-28T13:16:53.125Z,,,,95504
NC04014,2024-10-28T13:16:53.250Z,,,,95652
NC04014,2024-10-28T13:16:53.375Z,,,,95725
NC04014,2024-10-28T13:16:53.500Z,,,,95578
NC04014,2024-10-28T13:16:53.625Z,,,,95431
NC04014,2024-10-28T13:16:53.750Z,,,,95504
NC04014,2024-10-28T13:16:53.875Z,,,,95578
NC04014,2024-10-28T13:16:54.000Z,,,,95357
NC04014,2024-10-28T13:16:54.125Z,,,,95431
NC04014,2024-10-28T13:16:54.250Z,,,,95357
NC04014,2024-10-28T13:16:54.375Z,,,,95357
NC04014,2024-10-28T13:16:54.500Z,,,,95431
NC04014,2024-10-28T13:16:54.625Z,,,,95283
NC04014,2024-10-28T13:16:54.750Z,,,,95283
NC04014,2024-10-28T13:16:54.875Z,,,,94989
NC04014,2024-10-28T13:16:55.000Z,,,,95136
NC04014,2024-10-28T13:16:55.125Z,,,,95946
NC04014,2024-10-28T13:16:55.250Z,,,,96315
NC04014,2024-10-28T13:16:55.375Z,,,,96241
NC04014,2024-10-28T13:16:55.500Z,,,,96094
NC04014,2024-10-28T13:16:55.625Z,,,,95946
NC04014,2024-10-28T13:16:55.750Z,,,,95725
NC04014,2024-10-28T13:16:55.875Z,,,,95210
NC04014,2024-10-28T13:16:56.000Z,,,,94989
NC04014,2024-10-28T13:16:56.125Z,,,,94989
NC04014,2024-10-28T13:16:56.250Z,,,,94915
NC04014,2024-10-28T13:16:56.375Z,,,,95062
NC04014,2024-10-28T13:16:56.500Z,,,,94989
NC04014,2024-10-28T13:16:56.625Z,,,,94694
NC04014,2024-10-28T13:16:56.750Z,,,,94547
NC04014,2024-10-28T13:16:56.875Z,,,,94768
NC04014,2024-10-28T13:16:57.000Z,,,,94842
NC04014,2024-10-28T13:16:57.125Z,,,,94915
NC04014,2024-10-28T13:16:57.250Z,,,,95357
NC04014,2024-10-28T13:16:57.375Z,,,,95504
NC04014,2024-10-28T13:16:57.500Z,,,,95431
NC04014,2024-10-28T13:16:57.625Z,,,,95578
NC04014,2024-10-28T13:16:57.750Z,,,,96168
NC04014,2024-10-28T13:16:57.875Z,,,,96979
NC04014,2024-10-28T13:16:58.000Z,,,,97866
NC04014,2024-10-28T13:16:58.125Z,,,,98162
NC04014,2024-10-28T13:16:58.250Z,,,,98755
NC04014,2024-10-28T13:16:58.375Z,,,,99719
NC04014,2024-10-28T13:16:58.500Z,,,,99571
NC04014,2024-10-28T13:16:58.625Z,,,,99496
NC04014,2024-10-28T13:16:58.750Z,,,,99867
NC04014,2024-10-28T13:16:58.875Z,,,,99942
NC04014,2024-10-28T13:16:59.000Z,,,,100313
NC04014,2024-10-28T13:16:59.125Z,,,,100833
NC04014,2024-10-28T13:16:59.250Z,,,,101205
NC04014,2024-10-28T13:16:59.375Z,,,,100685
NC04014,2024-10-28T13:16:59.500Z,,,,98977
NC04014,2024-10-28T13:16:59.625Z,,,,97792
NC04014,2024-10-28T13:16:59.750Z,,,,97497
NC04014,2024-10-28T13:16:59.875Z,,,,97349
NC04014,2024-10-28T13:17:00.000Z,,,,97053
NC04014,2024-10-28T13:17:00.125Z,,,,96906
NC04014,2024-10-28T13:17:00.250Z,,,,96758
NC04014,2024-10-28T13:17:00.375Z,,,,97053
NC04014,2024-10-28T13:17:00.500Z,,,,97423
NC04014,2024-10-28T13:17:00.625Z,,,,97201
NC04014,2024-10-28T13:17:00.750Z,,,,97053
NC04014,2024-10-28T13:17:00.875Z,,,,97127
NC04014,2024-10-28T13:17:01.000Z,,,,96906
NC04014,2024-10-28T13:17:01.125Z,,,,96906
NC04014,2024-10-28T13:17:01.250Z,,,,96758
NC04014,2024-10-28T13:17:01.375Z,,,,96463
NC04014,2024-10-28T13:17:01.500Z,,,,96168
NC04014,2024-10-28T13:17:01.625Z,,,,95799
NC04014,2024-10-28T13:17:01.750Z,,,,95431
NC04014,2024-10-28T13:17:01.875Z,,,,94694
NC04014,2024-10-28T13:17:02.000Z,,,,94253
NC04014,2024-10-28T13:17:02.125Z,,,,94253
NC04014,2024-10-28T13:17:02.250Z,,,,93739
NC04014,2024-10-28T13:17:02.375Z,,,,93079
NC04014,2024-10-28T13:17:02.500Z,,,,92785
NC04014,2024-10-28T13:17:02.625Z,,,,92932
NC04014,2024-10-28T13:17:02.750Z,,,,92932
NC04014,2024-10-28T13:17:02.875Z,,,,93152
NC04014,2024-10-28T13:17:03.000Z,,,,93152
NC04014,2024-10-28T13:17:03.125Z,,,,93299
NC04014,2024-10-28T13:17:03.250Z,,,,93225
NC04014,2024-10-28T13:17:03.375Z,,,,92859
NC04014,2024-10-28T13:17:03.500Z,,,,92859
NC04014,2024-10-28T13:17:03.625Z,,,,93005
NC04014,2024-10-28T13:17:03.750Z,,,,92785
NC04014,2024-10-28T13:17:03.875Z,,,,92566
NC04014,2024-10-28T13:17:04.000Z,,,,92785
NC04014,2024-10-28T13:17:04.125Z,,,,93005
NC04014,2024-10-28T13:17:04.250Z,,,,93372
NC04014,2024-10-28T13:17:04.375Z,,,,93813
NC04014,2024-10-28T13:17:04.500Z,,,,93959
NC04014,2024-10-28T13:17:04.625Z,,,,94180
NC04014,2024-10-28T13:17:04.750Z,,,,94180
NC04014,2024-10-28T13:17:04.875Z,,,,93666
NC04014,2024-10-28T13:17:05.000Z,,,,94474
NC04014,2024-10-28T13:17:05.125Z,,,,95431
NC04014,2024-10-28T13:17:05.250Z,,,,94547
NC04014,2024-10-28T13:17:05.375Z,,,,94327
NC04014,2024-10-28T13:17:05.500Z,,,,94768
NC04014,2024-10-28T13:17:05.625Z,,,,94842
NC04014,2024-10-28T13:17:05.750Z,,,,94474
NC04014,2024-10-28T13:17:05.875Z,,,,93225
NC04014,2024-10-28T13:17:06.000Z,,,,92053
NC04014,2024-10-28T13:17:06.125Z,,,,91760
NC04014,2024-10-28T13:17:06.250Z,,,,91760
NC04014,2024-10-28T13:17:06.375Z,,,,91833
NC04014,2024-10-28T13:17:06.500Z,,,,91614
NC04014,2024-10-28T13:17:06.625Z,,,,91468
NC04014,2024-10-28T13:17:06.750Z,,,,91687
NC04014,2024-10-28T13:17:06.875Z,,,,91760
NC04014,2024-10-28T13:17:07.000Z,,,,91687
NC04014,2024-10-28T13:17:07.125Z,,,,91614
NC04014,2024-10-28T13:17:07.250Z,,,,91541
NC04014,2024-10-28T13:17:07.375Z,,,,91175
NC04014,2024-10-28T13:17:07.500Z,,,,90737
NC04014,2024-10-28T13:17:07.625Z,,,,91321
NC04014,2024-10-28T13:17:07.750Z,,,,91468
NC04014,2024-10-28T13:17:07.875Z,,,,91029
NC04014,2024-10-28T13:17:08.000Z,,,,91321
NC04014,2024-10-28T13:17:08.125Z,,,,91614
NC04014,2024-10-28T13:17:08.250Z,,,,91541
NC04014,2024-10-28T13:17:08.375Z,,,,91760
NC04014,2024-10-28T13:17:08.500Z,,,,91687
NC04014,2024-10-28T13:17:08.625Z,,,,91687
NC04014,2024-10-28T13:17:08.750Z,,,,91687
NC04014,2024-10-28T13:17:08.875Z,,,,91687
NC04014,2024-10-28T13:17:09.000Z,,,,91687
NC04014,2024-10-28T13:17:09.125Z,,,,91687
NC04014,2024-10-28T13:17:09.250Z,,,,91541
NC04014,2024-10-28T13:17:09.375Z,,,,91614
NC04014,2024-10-28T13:17:09.500Z,,,,91102
NC04014,2024-10-28T13:17:09.625Z,,,,90810
NC04014,2024-10-28T13:17:09.750Z,,,,90737
NC04014,2024-10-28T13:17:09.875Z,,,,90810
NC04014,2024-10-28T13:17:10.000Z,,,,91175
NC04014,2024-10-28T13:17:10.125Z,,,,91321
NC04014,2024-10-28T13:17:10.250Z,,,,91614
NC04014,2024-10-28T13:17:10.375Z,,,,91907
NC04014,2024-10-28T13:17:10.500Z,,,,91980
NC04014,2024-10-28T13:17:10.625Z,,,,92053
NC04014,2024-10-28T13:17:10.750Z,,,,92126
NC04014,2024-10-28T13:17:10.875Z,,,,91395
NC04014,2024-10-28T13:17:11.000Z,,,,91395
NC04014,2024-10-28T13:17:11.125Z,,,,92053
NC04014,2024-10-28T13:17:11.250Z,,,,91980
NC04014,2024-10-28T13:17:11.375Z,,,,91907
NC04014,2024-10-28T13:17:11.500Z,,,,92712
NC04014,2024-10-28T13:17:11.625Z,,,,93446
NC04014,2024-10-28T13:17:11.750Z,,,,93446
NC04014,2024-10-28T13:17:11.875Z,,,,93299
NC04014,2024-10-28T13:17:12.000Z,,,,92859
NC04014,2024-10-28T13:17:12.125Z,,,,92419
NC04014,2024-10-28T13:17:12.250Z,,,,92785
NC04014,2024-10-28T13:17:12.375Z,,,,92932
NC04014,2024-10-28T13:17:12.500Z,,,,92932
NC04014,2024-10-28T13:17:12.625Z,,,,92859
NC04014,2024-10-28T13:17:12.750Z,,,,92566
NC04014,2024-10-28T13:17:12.875Z,,,,92566
NC04014,2024-10-28T13:17:13.000Z,,,,92419
NC04014,2024-10-28T13:17:13.125Z,,,,92126
NC04014,2024-10-28T13:17:13.250Z,,,,91980
NC04014,2024-10-28T13:17:13.375Z,,,,92199
NC04014,2024-10-28T13:17:13.500Z,,,,92273
NC04014,2024-10-28T13:17:13.625Z,,,,92126
NC04014,2024-10-28T13:17:13.750Z,,,,92419
NC04014,2024-10-28T13:17:13.875Z,,,,92785
NC04014,2024-10-28T13:17:14.000Z,,,,92639
NC04014,2024-10-28T13:17:14.125Z,,,,92419
NC04014,2024-10-28T13:17:14.250Z,,,,92566
NC04014,2024-10-28T13:17:14.375Z,,,,92859
NC04014,2024-10-28T13:17:14.500Z,,,,92785
NC04014,2024-10-28T13:17:14.625Z,,,,92859
NC04014,2024-10-28T13:17:14.750Z,,,,92859
NC04014,2024-10-28T13:17:14.875Z,,,,92639
NC04014,2024-10-28T13:17:15.000Z,,,,92346
NC04014,2024-10-28T13:17:15.125Z,,,,92053
NC04014,2024-10-28T13:17:15.250Z,,,,91980
NC04014,2024-10-28T13:17:15.375Z,,,,92566
NC04014,2024-10-28T13:17:15.500Z,,,,93005
NC04014,2024-10-28T13:17:15.625Z,,,,92859
NC04014,2024-10-28T13:17:15.750Z,,,,92932
NC04014,2024-10-28T13:17:15.875Z,,,,93005
NC04014,2024-10-28T13:17:16.000Z,,,,93299
NC04014,2024-10-28T13:17:16.125Z,,,,93519
NC04014,2024-10-28T13:17:16.250Z,,,,93152
NC04014,2024-10-28T13:17:16.375Z,,,,92712
NC04014,2024-10-28T13:17:16.500Z,,,,92492
NC04014,2024-10-28T13:17:16.625Z,,,,92492
NC04014,2024-10-28T13:17:16.750Z,,,,92419
NC04014,2024-10-28T13:17:16.875Z,,,,92492
NC04014,2024-10-28T13:17:17.000Z,,,,92785
NC04014,2024-10-28T13:17:17.125Z,,,,93152
NC04014,2024-10-28T13:17:17.250Z,,,,93152
NC04014,2024-10-28T13:17:17.375Z,,,,92932
NC04014,2024-10-28T13:17:17.500Z,,,,92859
NC04014,2024-10-28T13:17:17.625Z,,,,93152
NC04014,2024-10-28T13:17:17.750Z,,,,93079
NC04014,2024-10-28T13:17:17.875Z,,,,93079
NC04014,2024-10-28T13:17:18.000Z,,,,93225
NC04014,2024-10-28T13:17:18.125Z,,,,92932
NC04014,2024-10-28T13:17:18.250Z,,,,92932
NC04014,2024-10-28T13:17:18.375Z,,,,93225
NC04014,2024-10-28T13:17:18.500Z,,,,93299
NC04014,2024-10-28T13:17:18.625Z,,,,93152
NC04014,2024-10-28T13:17:18.750Z,,,,93519
NC04014,2024-10-28T13:17:18.875Z,,,,93813
NC04014,2024-10-28T13:17:19.000Z,,,,94621
NC04014,2024-10-28T13:17:19.125Z,,,,95799
NC04014,2024-10-28T13:17:19.250Z,,,,96906
NC04014,2024-10-28T13:17:19.375Z,,,,97571
NC04014,2024-10-28T13:17:19.500Z,,,,97571
NC04014,2024-10-28T13:17:19.625Z,,,,97127
NC04014,2024-10-28T13:17:19.750Z,,,,96684
NC04014,2024-10-28T13:17:19.875Z,,,,95504
NC04014,2024-10-28T13:17:20.000Z,,,,94180
NC04014,2024-10-28T13:17:20.125Z,,,,93079
NC04014,2024-10-28T13:17:20.250Z,,,,92932
NC04014,2024-10-28T13:17:20.375Z,,,,93079
NC04014,2024-10-28T13:17:20.500Z,,,,93079
NC04014,2024-10-28T13:17:20.625Z,,,,93079
NC04014,2024-10-28T13:17:20.750Z,,,,93005
NC04014,2024-10-28T13:17:20.875Z,,,,93225
NC04014,2024-10-28T13:17:21.000Z,,,,93519
NC04014,2024-10-28T13:17:21.125Z,,,,93152
NC04014,2024-10-28T13:17:21.250Z,,,,93372
NC04014,2024-10-28T13:17:21.375Z,,,,93592
NC04014,2024-10-28T13:17:21.500Z,,,,93446
NC04014,2024-10-28T13:17:21.625Z,,,,93005
NC04014,2024-10-28T13:17:21.750Z,,,,92492
NC04014,2024-10-28T13:17:21.875Z,,,,94180
NC04014,2024-10-28T13:17:22.000Z,,,,95725
NC04014,2024-10-28T13:17:22.125Z,,,,92126
NC04014,2024-10-28T13:17:22.250Z,,,,88114
NC04014,2024-10-28T13:17:22.375Z,,,,87896
NC04014,2024-10-28T13:17:22.500Z,,,,88187
NC04014,2024-10-28T13:17:22.625Z,,,,88769
NC04014,2024-10-28T13:17:22.750Z,,,,88405
NC04014,2024-10-28T13:17:22.875Z,,,,88114
NC04014,2024-10-28T13:17:23.000Z,,,,87606
NC04014,2024-10-28T13:17:23.125Z,,,,87025
NC04014,2024-10-28T13:17:23.250Z,,,,86880
NC04014,2024-10-28T13:17:23.375Z,,,,86953
NC04014,2024-10-28T13:17:23.500Z,,,,86663
NC04014,2024-10-28T13:17:23.625Z,,,,86083
NC04014,2024-10-28T13:17:23.750Z,,,,85866
NC04014,2024-10-28T13:17:23.875Z,,,,86228
NC04014,2024-10-28T13:17:24.000Z,,,,86663
NC04014,2024-10-28T13:17:24.125Z,,,,86808
NC04014,2024-10-28T13:17:24.250Z,,,,86880
NC04014,2024-10-28T13:17:24.375Z,,,,86735
NC04014,2024-10-28T13:17:24.500Z,,,,87098
NC04014,2024-10-28T13:17:24.625Z,,,,87388
NC04014,2024-10-28T13:17:24.750Z,,,,87388
NC04014,2024-10-28T13:17:24.875Z,,,,87316
NC04014,2024-10-28T13:17:25.000Z,,,,87316
NC04014,2024-10-28T13:17:25.125Z,,,,86880
NC04014,2024-10-28T13:17:25.250Z,,,,86808
