device,time,dne,srl,srrn,eda
NC04014,2024-10-28T13:27:31.125Z,,,,79177
NC04014,2024-10-28T13:27:31.250Z,,,,78534
NC04014,2024-10-28T13:27:31.375Z,,,,78677
NC04014,2024-10-28T13:27:31.500Z,,,,78534
NC04014,2024-10-28T13:27:31.625Z,,,,78391
NC04014,2024-10-28T13:27:31.750Z,,,,78748
NC04014,2024-10-28T13:27:31.875Z,,,,79248
NC04014,2024-10-28T13:27:32.000Z,,,,80035
NC04014,2024-10-28T13:27:32.125Z,,,,80608
NC04014,2024-10-28T13:27:32.250Z,,,,81110
NC04014,2024-10-28T13:27:32.375Z,,,,81541
NC04014,2024-10-28T13:27:32.500Z,,,,81972
NC04014,2024-10-28T13:27:32.625Z,,,,82763
NC04014,2024-10-28T13:27:32.750Z,,,,83771
NC04014,2024-10-28T13:27:32.875Z,,,,86735
NC04014,2024-10-28T13:27:33.000Z,,,,90518
NC04014,2024-10-28T13:27:33.125Z,,,,90445
NC04014,2024-10-28T13:27:33.250Z,,,,88623
NC04014,2024-10-28T13:27:33.375Z,,,,85939
NC04014,2024-10-28T13:27:33.500Z,,,,84060
NC04014,2024-10-28T13:27:33.625Z,,,,82619
NC04014,2024-10-28T13:27:33.750Z,,,,81110
NC04014,2024-10-28T13:27:33.875Z,,,,80035
NC04014,2024-10-28T13:27:34.000Z,,,,79534
NC04014,2024-10-28T13:27:34.125Z,,,,80107
NC04014,2024-10-28T13:27:34.250Z,,,,83916
NC04014,2024-10-28T13:27:34.375Z,,,,86880
NC04014,2024-10-28T13:27:34.500Z,,,,84276
NC04014,2024-10-28T13:27:34.625Z,,,,80967
NC04014,2024-10-28T13:27:34.750Z,,,,79821
NC04014,2024-10-28T13:27:34.875Z,,,,79606
NC04014,2024-10-28T13:27:35.000Z,,,,79391
NC04014,2024-10-28T13:27:35.125Z,,,,78677
NC04014,2024-10-28T13:27:35.250Z,,,,78177
NC04014,2024-10-28T13:27:35.375Z,,,,77820
NC04014,2024-10-28T13:27:35.500Z,,,,77749
NC04014,2024-10-28T13:27:35.625Z,,,,77892
NC04014,2024-10-28T13:27:35.750Z,,,,77678
NC04014,2024-10-28T13:27:35.875Z,,,,77464
NC04014,2024-10-28T13:27:36.000Z,,,,77535
NC04014,2024-10-28T13:27:36.125Z,,,,77678
NC04014,2024-10-28T13:27:36.250Z,,,,77535
NC04014,2024-10-28T13:27:36.375Z,,,,77749
NC04014,2024-10-28T13:27:36.500Z,,,,77606
NC04014,2024-10-28T13:27:36.625Z,,,,77250
NC04014,2024-10-28T13:27:36.750Z,,,,77036
NC04014,2024-10-28T13:27:36.875Z,,,,77108
NC04014,2024-10-28T13:27:37.000Z,,,,77108
NC04014,2024-10-28T13:27:37.125Z,,,,77179
NC04014,2024-10-28T13:27:37.250Z,,,,77108
NC04014,2024-10-28T13:27:37.375Z,,,,76965
NC04014,2024-10-28T13:27:37.500Z,,,,76894
NC04014,2024-10-28T13:27:37.625Z,,,,76823
NC04014,2024-10-28T13:27:37.750Z,,,,76681
NC04014,2024-10-28T13:27:37.875Z,,,,76112
NC04014,2024-10-28T13:27:38.000Z,,,,75969
NC04014,2024-10-28T13:27:38.125Z,,,,76254
NC04014,2024-10-28T13:27:38.250Z,,,,75969
NC04014,2024-10-28T13:27:38.375Z,,,,76112
NC04014,2024-10-28T13:27:38.500Z,,,,76183
NC04014,2024-10-28T13:27:38.625Z,,,,76254
NC04014,2024-10-28T13:27:38.750Z,,,,76112
NC04014,2024-10-28T13:27:38.875Z,,,,75969
NC04014,2024-10-28T13:27:39.000Z,,,,76040
NC04014,2024-10-28T13:27:39.125Z,,,,75969
NC04014,2024-10-28T13:27:39.250Z,,,,75969
NC04014,2024-10-28T13:27:39.375Z,,,,75827
NC04014,2024-10-28T13:27:39.500Z,,,,75827
NC04014,2024-10-28T13:27:39.625Z,,,,76040
NC04014,2024-10-28T13:27:39.750Z,,,,76040
NC04014,2024-10-28T13:27:39.875Z,,,,75827
NC04014,2024-10-28T13:27:40.000Z,,,,75827
NC04014,2024-10-28T13:27:40.125Z,,,,76609
NC04014,2024-10-28T13:27:40.250Z,,,,76894
NC04014,2024-10-28T13:27:40.375Z,,,,76681
NC04014,2024-10-28T13:27:40.500Z,,,,76538
NC04014,2024-10-28T13:27:40.625Z,,,,76183
NC04014,2024-10-28T13:27:40.750Z,,,,76183
NC04014,2024-10-28T13:27:40.875Z,,,,76396
NC04014,2024-10-28T13:27:41.000Z,,,,76396
NC04014,2024-10-28T13:27:41.125Z,,,,76325
NC04014,2024-10-28T13:27:41.250Z,,,,76325
NC04014,2024-10-28T13:27:41.375Z,,,,76325
NC04014,2024-10-28T13:27:41.500Z,,,,76538
NC04014,2024-10-28T13:27:41.625Z,,,,76681
NC04014,2024-10-28T13:27:41.750Z,,,,77108
NC04014,2024-10-28T13:27:41.875Z,,,,77535
NC04014,2024-10-28T13:27:42.000Z,,,,78391
NC04014,2024-10-28T13:27:42.125Z,,,,78819
NC04014,2024-10-28T13:27:42.250Z,,,,78320
NC04014,2024-10-28T13:27:42.375Z,,,,78248
NC04014,2024-10-28T13:27:42.500Z,,,,78177
NC04014,2024-10-28T13:27:42.625Z,,,,78106
NC04014,2024-10-28T13:27:42.750Z,,,,77892
NC04014,2024-10-28T13:27:42.875Z,,,,77606
NC04014,2024-10-28T13:27:43.000Z,,,,77678
NC04014,2024-10-28T13:27:43.125Z,,,,77820
NC04014,2024-10-28T13:27:43.250Z,,,,77820
NC04014,2024-10-28T13:27:43.375Z,,,,77678
NC04014,2024-10-28T13:27:43.500Z,,,,77749
NC04014,2024-10-28T13:27:43.625Z,,,,78534
NC04014,2024-10-28T13:27:43.750Z,,,,81182
NC04014,2024-10-28T13:27:43.875Z,,,,84709
NC04014,2024-10-28T13:27:44.000Z,,,,89060
NC04014,2024-10-28T13:27:44.125Z,,,,92932
NC04014,2024-10-28T13:27:44.250Z,,,,93886
NC04014,2024-10-28T13:27:44.375Z,,,,91614
NC04014,2024-10-28T13:27:44.500Z,,,,88987
NC04014,2024-10-28T13:27:44.625Z,,,,88551
NC04014,2024-10-28T13:27:44.750Z,,,,89206
NC04014,2024-10-28T13:27:44.875Z,,,,88914
NC04014,2024-10-28T13:27:45.000Z,,,,88478
NC04014,2024-10-28T13:27:45.125Z,,,,88478
NC04014,2024-10-28T13:27:45.250Z,,,,88405
NC04014,2024-10-28T13:27:45.375Z,,,,87824
NC04014,2024-10-28T13:27:45.500Z,,,,87824
NC04014,2024-10-28T13:27:45.625Z,,,,87896
NC04014,2024-10-28T13:27:45.750Z,,,,87533
NC04014,2024-10-28T13:27:45.875Z,,,,87098
NC04014,2024-10-28T13:27:46.000Z,,,,86011
NC04014,2024-10-28T13:27:46.125Z,,,,81756
NC04014,2024-10-28T13:27:46.250Z,,,,78462
NC04014,2024-10-28T13:27:46.375Z,,,,78534
NC04014,2024-10-28T13:27:46.500Z,,,,79892
NC04014,2024-10-28T13:27:46.625Z,,,,83051
NC04014,2024-10-28T13:27:46.750Z,,,,84854
NC04014,2024-10-28T13:27:46.875Z,,,,85143
NC04014,2024-10-28T13:27:47.000Z,,,,85577
NC04014,2024-10-28T13:27:47.125Z,,,,85722
NC04014,2024-10-28T13:27:47.250Z,,,,85432
NC04014,2024-10-28T13:27:47.375Z,,,,85360
NC04014,2024-10-28T13:27:47.500Z,,,,86663
NC04014,2024-10-28T13:27:47.625Z,,,,88333
NC04014,2024-10-28T13:27:47.750Z,,,,88405
NC04014,2024-10-28T13:27:47.875Z,,,,87896
NC04014,2024-10-28T13:27:48.000Z,,,,88042
NC04014,2024-10-28T13:27:48.125Z,,,,87751
NC04014,2024-10-28T13:27:48.250Z,,,,87533
NC04014,2024-10-28T13:27:48.375Z,,,,87243
NC04014,2024-10-28T13:27:48.500Z,,,,87171
NC04014,2024-10-28T13:27:48.625Z,,,,87388
NC04014,2024-10-28T13:27:48.750Z,,,,86953
NC04014,2024-10-28T13:27:48.875Z,,,,85071
NC04014,2024-10-28T13:27:49.000Z,,,,84204
NC04014,2024-10-28T13:27:49.125Z,,,,90518
NC04014,2024-10-28T13:27:49.250Z,,,,95062
NC04014,2024-10-28T13:27:49.375Z,,,,92639
NC04014,2024-10-28T13:27:49.500Z,,,,91760
NC04014,2024-10-28T13:27:49.625Z,,,,91175
NC04014,2024-10-28T13:27:49.750Z,,,,90007
NC04014,2024-10-28T13:27:49.875Z,,,,89861
NC04014,2024-10-28T13:27:50.000Z,,,,89861
NC04014,2024-10-28T13:27:50.125Z,,,,89060
NC04014,2024-10-28T13:27:50.250Z,,,,88769
NC04014,2024-10-28T13:27:50.375Z,,,,88842
NC04014,2024-10-28T13:27:50.500Z,,,,88769
NC04014,2024-10-28T13:27:50.625Z,,,,88405
NC04014,2024-10-28T13:27:50.750Z,,,,88478
NC04014,2024-10-28T13:27:50.875Z,,,,88478
NC04014,2024-10-28T13:27:51.000Z,,,,88478
NC04014,2024-10-28T13:27:51.125Z,,,,86228
NC04014,2024-10-28T13:27:51.250Z,,,,83699
NC04014,2024-10-28T13:27:51.375Z,,,,82547
NC04014,2024-10-28T13:27:51.500Z,,,,81828
NC04014,2024-10-28T13:27:51.625Z,,,,82116
NC04014,2024-10-28T13:27:51.750Z,,,,79749
NC04014,2024-10-28T13:27:51.875Z,,,,76609
NC04014,2024-10-28T13:27:52.000Z,,,,79463
NC04014,2024-10-28T13:27:52.125Z,,,,82763
NC04014,2024-10-28T13:27:52.250Z,,,,80322
NC04014,2024-10-28T13:27:52.375Z,,,,76254
NC04014,2024-10-28T13:27:52.500Z,,,,75543
NC04014,2024-10-28T13:27:52.625Z,,,,75046
NC04014,2024-10-28T13:27:52.750Z,,,,74692
NC04014,2024-10-28T13:27:52.875Z,,,,74904
NC04014,2024-10-28T13:27:53.000Z,,,,75188
NC04014,2024-10-28T13:27:53.125Z,,,,75330
NC04014,2024-10-28T13:27:53.250Z,,,,75401
NC04014,2024-10-28T13:27:53.375Z,,,,75685
NC04014,2024-10-28T13:27:53.500Z,,,,75898
NC04014,2024-10-28T13:27:53.625Z,,,,75685
NC04014,2024-10-28T13:27:53.750Z,,,,75472
NC04014,2024-10-28T13:27:53.875Z,,,,74975
NC04014,2024-10-28T13:27:54.000Z,,,,74196
NC04014,2024-10-28T13:27:54.125Z,,,,73771
NC04014,2024-10-28T13:27:54.250Z,,,,73912
NC04014,2024-10-28T13:27:54.375Z,,,,74692
NC04014,2024-10-28T13:27:54.500Z,,,,75117
NC04014,2024-10-28T13:27:54.625Z,,,,73912
NC04014,2024-10-28T13:27:54.750Z,,,,73559
NC04014,2024-10-28T13:27:54.875Z,,,,73700
NC04014,2024-10-28T13:27:55.000Z,,,,73842
NC04014,2024-10-28T13:27:55.125Z,,,,73417
NC04014,2024-10-28T13:27:55.250Z,,,,73134
NC04014,2024-10-28T13:27:55.375Z,,,,73417
NC04014,2024-10-28T13:27:55.500Z,,,,73488
NC04014,2024-10-28T13:27:55.625Z,,,,73488
NC04014,2024-10-28T13:27:55.750Z,,,,73488
NC04014,2024-10-28T13:27:55.875Z,,,,74125
NC04014,2024-10-28T13:27:56.000Z,,,,75472
NC04014,2024-10-28T13:27:56.125Z,,,,76112
NC04014,2024-10-28T13:27:56.250Z,,,,75756
NC04014,2024-10-28T13:27:56.375Z,,,,75259
NC04014,2024-10-28T13:27:56.500Z,,,,74904
NC04014,2024-10-28T13:27:56.625Z,,,,73983
NC04014,2024-10-28T13:27:56.750Z,,,,72993
NC04014,2024-10-28T13:27:56.875Z,,,,72993
NC04014,2024-10-28T13:27:57.000Z,,,,72852
NC04014,2024-10-28T13:27:57.125Z,,,,72569
NC04014,2024-10-28T13:27:57.250Z,,,,72428
NC04014,2024-10-28T13:27:57.375Z,,,,71793
NC04014,2024-10-28T13:27:57.500Z,,,,71299
NC04014,2024-10-28T13:27:57.625Z,,,,71159
NC04014,2024-10-28T13:27:57.750Z,,,,71018
NC04014,2024-10-28T13:27:57.875Z,,,,71159
NC04014,2024-10-28T13:27:58.000Z,,,,71440
NC04014,2024-10-28T13:27:58.125Z,,,,71652
NC04014,2024-10-28T13:27:58.250Z,,,,71722
NC04014,2024-10-28T13:27:58.375Z,,,,71722
NC04014,2024-10-28T13:27:58.500Z,,,,72781
NC04014,2024-10-28T13:27:58.625Z,,,,74408
NC04014,2024-10-28T13:27:58.750Z,,,,75472
NC04014,2024-10-28T13:27:58.875Z,,,,77321
NC04014,2024-10-28T13:27:59.000Z,,,,78819
NC04014,2024-10-28T13:27:59.125Z,,,,78891
NC04014,2024-10-28T13:27:59.250Z,,,,77393
NC04014,2024-10-28T13:27:59.375Z,,,,74975
NC04014,2024-10-28T13:27:59.500Z,,,,73912
NC04014,2024-10-28T13:27:59.625Z,,,,73276
NC04014,2024-10-28T13:27:59.750Z,,,,72287
NC04014,2024-10-28T13:27:59.875Z,,,,71370
NC04014,2024-10-28T13:28:00.000Z,,,,71229
NC04014,2024-10-28T13:28:00.125Z,,,,71581
NC04014,2024-10-28T13:28:00.250Z,,,,71440
NC04014,2024-10-28T13:28:00.375Z,,,,71299
NC04014,2024-10-28T13:28:00.500Z,,,,71652
NC04014,2024-10-28T13:28:00.625Z,,,,73064
NC04014,2024-10-28T13:28:00.750Z,,,,78248
NC04014,2024-10-28T13:28:00.875Z,,,,83267
NC04014,2024-10-28T13:28:01.000Z,,,,83771
NC04014,2024-10-28T13:28:01.125Z,,,,82619
NC04014,2024-10-28T13:28:01.250Z,,,,80322
NC04014,2024-10-28T13:28:01.375Z,,,,79677
NC04014,2024-10-28T13:28:01.500Z,,,,82835
NC04014,2024-10-28T13:28:01.625Z,,,,86011
NC04014,2024-10-28T13:28:01.750Z,,,,87316
NC04014,2024-10-28T13:28:01.875Z,,,,84348
NC04014,2024-10-28T13:28:02.000Z,,,,81756
NC04014,2024-10-28T13:28:02.125Z,,,,82835
NC04014,2024-10-28T13:28:02.250Z,,,,82116
NC04014,2024-10-28T13:28:02.375Z,,,,80035
NC04014,2024-10-28T13:28:02.500Z,,,,78891
NC04014,2024-10-28T13:28:02.625Z,,,,75614
NC04014,2024-10-28T13:28:02.750Z,,,,74763
NC04014,2024-10-28T13:28:02.875Z,,,,76467
NC04014,2024-10-28T13:28:03.000Z,,,,76538
NC04014,2024-10-28T13:28:03.125Z,,,,76254
NC04014,2024-10-28T13:28:03.250Z,,,,76040
NC04014,2024-10-28T13:28:03.375Z,,,,76040
NC04014,2024-10-28T13:28:03.500Z,,,,76681
NC04014,2024-10-28T13:28:03.625Z,,,,78248
NC04014,2024-10-28T13:28:03.750Z,,,,78462
NC04014,2024-10-28T13:28:03.875Z,,,,73417
NC04014,2024-10-28T13:28:04.000Z,,,,70595
NC04014,2024-10-28T13:28:04.125Z,,,,70033
NC04014,2024-10-28T13:28:04.250Z,,,,70736
NC04014,2024-10-28T13:28:04.375Z,,,,70666
NC04014,2024-10-28T13:28:04.500Z,,,,70384
NC04014,2024-10-28T13:28:04.625Z,,,,69401
NC04014,2024-10-28T13:28:04.750Z,,,,68909
NC04014,2024-10-28T13:28:04.875Z,,,,67718
NC04014,2024-10-28T13:28:05.000Z,,,,67788
NC04014,2024-10-28T13:28:05.125Z,,,,67369
NC04014,2024-10-28T13:28:05.250Z,,,,67858
NC04014,2024-10-28T13:28:05.375Z,,,,68699
NC04014,2024-10-28T13:28:05.500Z,,,,69401
NC04014,2024-10-28T13:28:05.625Z,,,,70666
NC04014,2024-10-28T13:28:05.750Z,,,,72428
NC04014,2024-10-28T13:28:05.875Z,,,,71793
NC04014,2024-10-28T13:28:06.000Z,,,,71229
NC04014,2024-10-28T13:28:06.125Z,,,,69682
NC04014,2024-10-28T13:28:06.250Z,,,,68769
NC04014,2024-10-28T13:28:06.375Z,,,,66600
NC04014,2024-10-28T13:28:06.500Z,,,,65414
NC04014,2024-10-28T13:28:06.625Z,,,,62426
NC04014,2024-10-28T13:28:06.750Z,,,,62218
NC04014,2024-10-28T13:28:06.875Z,,,,61803
NC04014,2024-10-28T13:28:07.000Z,,,,62080
NC04014,2024-10-28T13:28:07.125Z,,,,61526
NC04014,2024-10-28T13:28:07.250Z,,,,61388
NC04014,2024-10-28T13:28:07.375Z,,,,60697
NC04014,2024-10-28T13:28:07.500Z,,,,60213
NC04014,2024-10-28T13:28:07.625Z,,,,59524
NC04014,2024-10-28T13:28:07.750Z,,,,58629
NC04014,2024-10-28T13:28:07.875Z,,,,57254
NC04014,2024-10-28T13:28:08.000Z,,,,56432
NC04014,2024-10-28T13:28:08.125Z,,,,56500
NC04014,2024-10-28T13:28:08.250Z,,,,57117
NC04014,2024-10-28T13:28:08.375Z,,,,57186
NC04014,2024-10-28T13:28:08.500Z,,,,56363
NC04014,2024-10-28T13:28:08.625Z,,,,55268
NC04014,2024-10-28T13:28:08.750Z,,,,55200
NC04014,2024-10-28T13:28:08.875Z,,,,56295
NC04014,2024-10-28T13:28:09.000Z,,,,56774
NC04014,2024-10-28T13:28:09.125Z,,,,56295
NC04014,2024-10-28T13:28:09.250Z,,,,55952
NC04014,2024-10-28T13:28:09.375Z,,,,55952
NC04014,2024-10-28T13:28:09.500Z,,,,56158
NC04014,2024-10-28T13:28:09.625Z,,,,56295
NC04014,2024-10-28T13:28:09.750Z,,,,55815
NC04014,2024-10-28T13:28:09.875Z,,,,54722
NC04014,2024-10-28T13:28:10.000Z,,,,54244
NC04014,2024-10-28T13:28:10.125Z,,,,54449
NC04014,2024-10-28T13:28:10.250Z,,,,54927
NC04014,2024-10-28T13:28:10.375Z,,,,55747
NC04014,2024-10-28T13:28:10.500Z,,,,57392
NC04014,2024-10-28T13:28:10.625Z,,,,59593
NC04014,2024-10-28T13:28:10.750Z,,,,59869
NC04014,2024-10-28T13:28:10.875Z,,,,57186
NC04014,2024-10-28T13:28:11.000Z,,,,54790
NC04014,2024-10-28T13:28:11.125Z,,,,54517
NC04014,2024-10-28T13:28:11.250Z,,,,54722
NC04014,2024-10-28T13:28:11.375Z,,,,55405
NC04014,2024-10-28T13:28:11.500Z,,,,57598
NC04014,2024-10-28T13:28:11.625Z,,,,59731
NC04014,2024-10-28T13:28:11.750Z,,,,58697
NC04014,2024-10-28T13:28:11.875Z,,,,58629
NC04014,2024-10-28T13:28:12.000Z,,,,60351
NC04014,2024-10-28T13:28:12.125Z,,,,60697
NC04014,2024-10-28T13:28:12.250Z,,,,60006
NC04014,2024-10-28T13:28:12.375Z,,,,60697
NC04014,2024-10-28T13:28:12.500Z,,,,61249
NC04014,2024-10-28T13:28:12.625Z,,,,60697
NC04014,2024-10-28T13:28:12.750Z,,,,58766
NC04014,2024-10-28T13:28:12.875Z,,,,56226
NC04014,2024-10-28T13:28:13.000Z,,,,56089
NC04014,2024-10-28T13:28:13.125Z,,,,56363
NC04014,2024-10-28T13:28:13.250Z,,,,56500
NC04014,2024-10-28T13:28:13.375Z,,,,56363
NC04014,2024-10-28T13:28:13.500Z,,,,56363
NC04014,2024-10-28T13:28:13.625Z,,,,55884
NC04014,2024-10-28T13:28:13.750Z,,,,55610
NC04014,2024-10-28T13:28:13.875Z,,,,56158
NC04014,2024-10-28T13:28:14.000Z,,,,56363
NC04014,2024-10-28T13:28:14.125Z,,,,56569
NC04014,2024-10-28T13:28:14.250Z,,,,56432
NC04014,2024-10-28T13:28:14.375Z,,,,56363
NC04014,2024-10-28T13:28:14.500Z,,,,56021
NC04014,2024-10-28T13:28:14.625Z,,,,55268
NC04014,2024-10-28T13:28:14.750Z,,,,54858
NC04014,2024-10-28T13:28:14.875Z,,,,54858
NC04014,2024-10-28T13:28:15.000Z,,,,54790
NC04014,2024-10-28T13:28:15.125Z,,,,54380
NC04014,2024-10-28T13:28:15.250Z,,,,54176
NC04014,2024-10-28T13:28:15.375Z,,,,54176
NC04014,2024-10-28T13:28:15.500Z,,,,54722
NC04014,2024-10-28T13:28:15.625Z,,,,55747
NC04014,2024-10-28T13:28:15.750Z,,,,55884
NC04014,2024-10-28T13:28:15.875Z,,,,55473
NC04014,2024-10-28T13:28:16.000Z,,,,55132
NC04014,2024-10-28T13:28:16.125Z,,,,55679
NC04014,2024-10-28T13:28:16.250Z,,,,57529
NC04014,2024-10-28T13:28:16.375Z,,,,59455
NC04014,2024-10-28T13:28:16.500Z,,,,60144
NC04014,2024-10-28T13:28:16.625Z,,,,59593
NC04014,2024-10-28T13:28:16.750Z,,,,57666
NC04014,2024-10-28T13:28:16.875Z,,,,57735
NC04014,2024-10-28T13:28:17.000Z,,,,58697
NC04014,2024-10-28T13:28:17.125Z,,,,58491
NC04014,2024-10-28T13:28:17.250Z,,,,58079
NC04014,2024-10-28T13:28:17.375Z,,,,57598
NC04014,2024-10-28T13:28:17.500Z,,,,57529
NC04014,2024-10-28T13:28:17.625Z,,,,56158
NC04014,2024-10-28T13:28:17.750Z,,,,54790
NC04014,2024-10-28T13:28:17.875Z,,,,54585
NC04014,2024-10-28T13:28:18.000Z,,,,54244
NC04014,2024-10-28T13:28:18.125Z,,,,53698
NC04014,2024-10-28T13:28:18.250Z,,,,53494
NC04014,2024-10-28T13:28:18.375Z,,,,53698
NC04014,2024-10-28T13:28:18.500Z,,,,53835
NC04014,2024-10-28T13:28:18.625Z,,,,53358
NC04014,2024-10-28T13:28:18.750Z,,,,53494
NC04014,2024-10-28T13:28:18.875Z,,,,53835
NC04014,2024-10-28T13:28:19.000Z,,,,54107
NC04014,2024-10-28T13:28:19.125Z,,,,54722
NC04014,2024-10-28T13:28:19.250Z,,,,55337
NC04014,2024-10-28T13:28:19.375Z,,,,58285
NC04014,2024-10-28T13:28:19.500Z,,,,60490
NC04014,2024-10-28T13:28:19.625Z,,,,59386
NC04014,2024-10-28T13:28:19.750Z,,,,56500
NC04014,2024-10-28T13:28:19.875Z,,,,53971
NC04014,2024-10-28T13:28:20.000Z,,,,53426
NC04014,2024-10-28T13:28:20.125Z,,,,53085
NC04014,2024-10-28T13:28:20.250Z,,,,53289
NC04014,2024-10-28T13:28:20.375Z,,,,53562
NC04014,2024-10-28T13:28:20.500Z,,,,53698
NC04014,2024-10-28T13:28:20.625Z,,,,53698
NC04014,2024-10-28T13:28:20.750Z,,,,54107
NC04014,2024-10-28T13:28:20.875Z,,,,54244
NC04014,2024-10-28T13:28:21.000Z,,,,54449
NC04014,2024-10-28T13:28:21.125Z,,,,55132
NC04014,2024-10-28T13:28:21.250Z,,,,55473
NC04014,2024-10-28T13:28:21.375Z,,,,55405
NC04014,2024-10-28T13:28:21.500Z,,,,55063
NC04014,2024-10-28T13:28:21.625Z,,,,55132
NC04014,2024-10-28T13:28:21.750Z,,,,54722
NC04014,2024-10-28T13:28:21.875Z,,,,54039
NC04014,2024-10-28T13:28:22.000Z,,,,53835
NC04014,2024-10-28T13:28:22.125Z,,,,54039
NC04014,2024-10-28T13:28:22.250Z,,,,54312
NC04014,2024-10-28T13:28:22.375Z,,,,54585
NC04014,2024-10-28T13:28:22.500Z,,,,54585
NC04014,2024-10-28T13:28:22.625Z,,,,54653
NC04014,2024-10-28T13:28:22.750Z,,,,54380
NC04014,2024-10-28T13:28:22.875Z,,,,54244
NC04014,2024-10-28T13:28:23.000Z,,,,54176
NC04014,2024-10-28T13:28:23.125Z,,,,53971
NC04014,2024-10-28T13:28:23.250Z,,,,53766
NC04014,2024-10-28T13:28:23.375Z,,,,53358
NC04014,2024-10-28T13:28:23.500Z,,,,53153
NC04014,2024-10-28T13:28:23.625Z,,,,53289
NC04014,2024-10-28T13:28:23.750Z,,,,53358
NC04014,2024-10-28T13:28:23.875Z,,,,53289
NC04014,2024-10-28T13:28:24.000Z,,,,53358
NC04014,2024-10-28T13:28:24.125Z,,,,53562
NC04014,2024-10-28T13:28:24.250Z,,,,56089
NC04014,2024-10-28T13:28:24.375Z,,,,56226
NC04014,2024-10-28T13:28:24.500Z,,,,53766
NC04014,2024-10-28T13:28:24.625Z,,,,53835
NC04014,2024-10-28T13:28:24.750Z,,,,54039
NC04014,2024-10-28T13:28:24.875Z,,,,54107
NC04014,2024-10-28T13:28:25.000Z,,,,53630
NC04014,2024-10-28T13:28:25.125Z,,,,53630
NC04014,2024-10-28T13:28:25.250Z,,,,53630
NC04014,2024-10-28T13:28:25.375Z,,,,53562
NC04014,2024-10-28T13:28:25.500Z,,,,53494
NC04014,2024-10-28T13:28:25.625Z,,,,53289
NC04014,2024-10-28T13:28:25.750Z,,,,53153
NC04014,2024-10-28T13:28:25.875Z,,,,53085
NC04014,2024-10-28T13:28:26.000Z,,,,53289
NC04014,2024-10-28T13:28:26.125Z,,,,53358
NC04014,2024-10-28T13:28:26.250Z,,,,53289
NC04014,2024-10-28T13:28:26.375Z,,,,53426
NC04014,2024-10-28T13:28:26.500Z,,,,53698
NC04014,2024-10-28T13:28:26.625Z,,,,54039
NC04014,2024-10-28T13:28:26.750Z,,,,54244
NC04014,2024-10-28T13:28:26.875Z,,,,54312
NC04014,2024-10-28T13:28:27.000Z,,,,54107
NC04014,2024-10-28T13:28:27.125Z,,,,53630
NC04014,2024-10-28T13:28:27.250Z,,,,53494
NC04014,2024-10-28T13:28:27.375Z,,,,53494
NC04014,2024-10-28T13:28:27.500Z,,,,53698
NC04014,2024-10-28T13:28:27.625Z,,,,54176
NC04014,2024-10-28T13:28:27.750Z,,,,55200
NC04014,2024-10-28T13:28:27.875Z,,,,57323
NC04014,2024-10-28T13:28:28.000Z,,,,59248
NC04014,2024-10-28T13:28:28.125Z,,,,59317
NC04014,2024-10-28T13:28:28.250Z,,,,59317
NC04014,2024-10-28T13:28:28.375Z,,,,58422
NC04014,2024-10-28T13:28:28.500Z,,,,57117
NC04014,2024-10-28T13:28:28.625Z,,,,56500
NC04014,2024-10-28T13:28:28.750Z,,,,56363
NC04014,2024-10-28T13:28:28.875Z,,,,56980
NC04014,2024-10-28T13:28:29.000Z,,,,57941
NC04014,2024-10-28T13:28:29.125Z,,,,57941
NC04014,2024-10-28T13:28:29.250Z,,,,58010
NC04014,2024-10-28T13:28:29.375Z,,,,57941
NC04014,2024-10-28T13:28:29.500Z,,,,58010
NC04014,2024-10-28T13:28:29.625Z,,,,57598
NC04014,2024-10-28T13:28:29.750Z,,,,57323
NC04014,2024-10-28T13:28:29.875Z,,,,55747
NC04014,2024-10-28T13:28:30.000Z,,,,54517
NC04014,2024-10-28T13:28:30.125Z,,,,53903
NC04014,2024-10-28T13:28:30.250Z,,,,53289
NC04014,2024-10-28T13:28:30.375Z,,,,53221
NC04014,2024-10-28T13:28:30.500Z,,,,53221
NC04014,2024-10-28T13:28:30.625Z,,,,53153
NC04014,2024-10-28T13:28:30.750Z,,,,53153
NC04014,2024-10-28T13:28:30.875Z,,,,52609
NC04014,2024-10-28T13:28:31.000Z,,,,52813
NC04014,2024-10-28T13:28:31.125Z,,,,53017
NC04014,2024-10-28T13:28:31.250Z,,,,52949
NC04014,2024-10-28T13:28:31.375Z,,,,53358
NC04014,2024-10-28T13:28:31.500Z,,,,53494
NC04014,2024-10-28T13:28:31.625Z,,,,53426
NC04014,2024-10-28T13:28:31.750Z,,,,53289
NC04014,2024-10-28T13:28:31.875Z,,,,53289
NC04014,2024-10-28T13:28:32.000Z,,,,53289
NC04014,2024-10-28T13:28:32.125Z,,,,53426
NC04014,2024-10-28T13:28:32.250Z,,,,53358
NC04014,2024-10-28T13:28:32.375Z,,,,53289
NC04014,2024-10-28T13:28:32.500Z,,,,53426
NC04014,2024-10-28T13:28:32.625Z,,,,53289
NC04014,2024-10-28T13:28:32.750Z,,,,53017
NC04014,2024-10-28T13:28:32.875Z,,,,53358
NC04014,2024-10-28T13:28:33.000Z,,,,54176
NC04014,2024-10-28T13:28:33.125Z,,,,55405
NC04014,2024-10-28T13:28:33.250Z,,,,55200
NC04014,2024-10-28T13:28:33.375Z,,,,54517
